"","YearStart","LocationAbbr","StratificationCategory1","Stratification1","Soda","Obesity","Overweight","DailyPE","WatchTV","Veg","Fruit","Exercise"
"287",2019,"MD","Race/Ethnicity","American Indian/Alaska Native",14,13.6,18.1,17.2,19.4,50.6,52.5,24.8
"288",2015,"SC","Gender","Female",26.5,13.4,17.5,15.2,29.1,54.4,57.2,13.6
"289",2019,"CA","Gender","Male",17.5,20.9,13.4,28.3,18.5,NA,43.3,24.9
"290",2011,"DE","Race/Ethnicity","Non-Hispanic White",25.6,10,16.2,24.2,29.4,NA,47.4,26
"291",2013,"OK","Gender","Male",33.3,14.1,14.7,35,32.4,42.2,46.2,49.9
"292",2019,"RI","Gender","Female",NA,10.5,16.4,11.5,NA,40.3,42.9,14.7
"293",2009,"KY","Race/Ethnicity","Non-Hispanic Black",24.9,21.9,16.6,16.5,45.1,48.4,40.3,9.7
"294",2019,"AK","Race/Ethnicity","2 or more races",10.9,13.5,21.6,19.6,23.3,34.8,46.2,19.4
"295",2011,"VA","Race/Ethnicity","Non-Hispanic White",24.4,8.7,13.9,18.4,22.7,35.7,40,26.2
"296",2017,"TX","Race/Ethnicity","Non-Hispanic White",19.1,15.2,15.6,37,19.8,42.4,49.7,30.9
"297",2005,"ME","Grade","11th",NA,11.6,9.9,4.2,24.2,27.1,38.4,NA
"298",2009,"TX","Race/Ethnicity","Non-Hispanic Black",32.9,16.5,21.8,36.2,56.6,52,40.6,30.6
"299",2019,"SD","Grade","10th",14.2,17,19.2,14.1,NA,39.8,48.8,27.9
"300",2019,"MT","Grade","10th",13,12.2,12.9,39.9,20,36.3,44.9,26
"301",2019,"KY","Gender","Male",27.3,21.9,15.5,20.9,18.8,51,51.8,24.8
"302",2009,"NM","Grade","11th",27.7,13.3,13.8,23.3,31.8,40,46,22
"303",2019,"KS","Total","Total",16.4,15.1,15.7,20,16.3,36.3,43.1,26.5
"304",2019,"NY","Race/Ethnicity","American Indian/Alaska Native",19.1,7.4,9.8,NA,NA,NA,40.8,28.2
"305",2019,"NY","Race/Ethnicity","Non-Hispanic Black",13,14.6,18.3,26.9,22.9,NA,50.9,17
"306",2013,"NJ","Grade","12th",11.6,8.3,13.4,54.5,29.4,39.2,38.3,27
"307",2019,"TX","Gender","Female",17.2,13,21.6,34.5,21.3,52.8,51.9,15.9
"308",2019,"IA","Race/Ethnicity","Hispanic",17.6,26.9,15.5,20.6,21.1,44.6,46.6,17.1
"309",2001,"ND","Grade","12th",NA,10,11.7,18.8,18.3,30.1,41.2,NA
"310",2019,"WV","Race/Ethnicity","Non-Hispanic White",28.2,22.4,16.2,27.3,20.3,47.6,52.7,26
"311",2019,"HI","Grade","11th",9,17.1,15.8,5.8,15.3,47.2,59,15.3
"312",2019,"HI","Gender","Female",8.3,11.8,14.5,6.3,17.2,49,58.7,11.2
"313",2005,"MD","Gender","Male",NA,15.5,16.2,21.6,41.2,42.2,39.8,NA
"314",2011,"NM","Grade","11th",29.8,10.2,15.2,24.8,28.7,35.5,39.7,25.6
"315",2011,"WI","Grade","10th",19.3,10.7,11.7,51.4,21.6,33.7,31.2,34.6
"316",2019,"NY","Grade","10th",9.3,13.9,16.2,14.2,16.8,NA,43.4,18.8
"317",2017,"DE","Race/Ethnicity","Non-Hispanic Black",16.9,18,19.4,NA,32.2,NA,NA,22.4
"318",2019,"AK","Grade","9th",14.9,13.9,15,19.6,16,37.3,45.1,22.2
"319",2011,"IN","Race/Ethnicity","Hispanic",19.6,18.3,16.4,19.6,35.5,48.1,31.3,25
"320",2019,"TN","Race/Ethnicity","Non-Hispanic Black",22.3,23.6,19.4,18.9,29.6,57.3,47.9,22
"321",2019,"NH","Race/Ethnicity","Hispanic",14.2,17,15.5,NA,NA,NA,NA,21.1
"322",2017,"FL","Grade","11th",17.7,11.2,17.1,17.1,24.2,43,39.5,22.2
"323",2019,"MD","Race/Ethnicity","Non-Hispanic White",12.4,9.7,12.9,16.3,15.9,35.9,45,23.7
"324",2019,"NV","Gender","Male",14.3,15,16.2,23.9,NA,NA,48.4,27
"325",2009,"NC","Grade","10th",35.8,10.7,13.7,NA,38.6,41.9,42.2,24.8
"326",2017,"GU","Race/Ethnicity","Asian",8.4,18.6,16.2,7.3,20.3,35.6,58.3,18.4
"327",2009,"ME","Race/Ethnicity","Non-Hispanic White",NA,12.3,15.3,5.3,25.2,NA,39.6,17.7
"328",2001,"DE","Total","Total",NA,10.7,14.8,32,40.7,31.7,34.2,NA
"329",2019,"MI","Race/Ethnicity","Non-Hispanic White",13.2,13.6,14.9,24.6,15.7,42.8,44.1,23.5
"330",2011,"MI","Gender","Male",28.1,15.8,15.2,34.5,30.4,37.9,37.1,35.1
"331",2019,"RI","Total","Total",NA,14.3,14.6,12.3,NA,41,42.5,21.1
"332",2003,"WI","Grade","10th",NA,10.1,13.1,NA,NA,NA,NA,NA
"333",2011,"CT","Race/Ethnicity","Non-Hispanic Black",NA,24,19.9,NA,46,50,42.9,16.7
"334",2019,"NH","Gender","Male",14.3,16.1,14,NA,NA,NA,NA,28.8
"335",2011,"NY","Grade","11th",19.5,10.3,16,20.8,28.9,NA,34.4,21.5
"336",2017,"ME","Race/Ethnicity","2 or more races",NA,14.3,16.8,7.2,24.8,NA,44.9,17.5
"337",2013,"NM","Grade","11th",20.9,12.5,15.3,18.3,23.9,36,41.8,28
"338",2007,"AZ","Grade","12th",32.6,11.2,12.7,16.9,24.5,43.8,50.6,NA
"339",2015,"PA","Race/Ethnicity","Non-Hispanic Black",25,21.7,16.7,23.1,41.6,52.3,43.9,27
"340",2007,"CT","Grade","9th",NA,11.5,11.4,NA,35,38.1,41.5,25.4
"341",2007,"MS","Gender","Female",45.1,14.5,18.4,16.5,46.6,47.6,46.5,12.6
"342",2011,"CO","Grade","9th",24.4,7.1,10.8,NA,22.5,NA,NA,39.2
"343",2019,"IL","Grade","10th",11,15.3,14.2,65.9,17.4,42,40.1,26.7
"344",2019,"MO","Grade","10th",17,17.5,13.2,23.4,17.4,41.7,53.4,23.3
"345",2013,"KY","Grade","9th",31.8,18.6,15.4,33.6,31.1,44.3,48.2,22.6
"346",2019,"NM","Race/Ethnicity","2 or more races",18.6,11.1,15.5,18.4,17.2,32,45,20.1
"347",2009,"AL","Grade","12th",37.7,11.7,17.3,17.6,31.6,43.7,50.2,14.6
"348",2003,"GA","Race/Ethnicity","Non-Hispanic Black",NA,14.2,18.5,25.9,62.2,52.4,45.9,NA
"349",2017,"DC","Grade","9th",18.8,16.7,20.3,NA,30.4,51.3,47.3,16.1
"350",2019,"LA","Race/Ethnicity","Non-Hispanic Black",17.8,19,19.8,22.4,29.4,64.8,50.5,18.8
"351",2019,"CT","Grade","11th",11.5,14.4,13.4,NA,24.3,40.2,42.7,18.5
"352",2019,"VA","Race/Ethnicity","Hispanic",14.6,20,16.2,NA,21.6,NA,47.2,18.2
"353",2019,"AR","Grade","10th",23.5,18.8,17.9,15.9,23.4,52.5,52.9,22.1
"354",2007,"MI","Race/Ethnicity","American Indian/Alaska Native",36.7,13.6,16,33.4,33.7,48.6,42.6,18
"355",2019,"MA","Grade","11th",9.9,18.8,12.7,19.3,NA,43.4,44.8,19.6
"356",2015,"WY","Race/Ethnicity","Non-Hispanic White",21.1,9.7,13.7,20,18.8,34.4,38.9,27.7
"357",2019,"KS","Race/Ethnicity","Hispanic",16.4,20.1,21,19,18.4,44.1,42.5,24.3
"358",2017,"MA","Race/Ethnicity","Non-Hispanic Black",10.5,12.9,17.2,14.7,NA,51.5,39.5,19.7
"359",2009,"AZ","Grade","12th",25.3,15.5,15,28.3,33.7,NA,NA,23
"360",2007,"VT","Gender","Male",31.9,15,14.9,20.9,NA,31.2,34,32.5
"361",2019,"CA","Race/Ethnicity","Non-Hispanic White",9,12.1,9,30.6,16.8,NA,40.6,31
"362",2019,"SC","Race/Ethnicity","Hispanic",15.4,10.6,19.7,14,16.4,50.5,46.1,18.7
"363",2019,"ID","Grade","11th",12.3,11.4,12.6,17.5,14.9,36.4,47.8,22.2
"364",2013,"CT","Gender","Male",17.1,14.5,14.3,NA,25.1,34,35.4,33.4
"365",2009,"KS","Grade","10th",28,11.3,13.2,25.6,28.7,35.3,39.8,28.2
"366",2007,"NV","Grade","11th",22.3,6.9,15.7,NA,30.3,37.6,44.9,22.4
"367",2017,"NY","Grade","11th",15.2,14.7,16,14.2,21.9,NA,42.3,18.3
"368",2003,"FL","Gender","Female",NA,7.7,12.7,23.9,41,42.8,46.2,NA
"369",2011,"NE","Race/Ethnicity","2 or more races",26.2,19.5,16.6,29,31.8,38.6,40.9,30
"370",2013,"NJ","Grade","9th",11.3,9.1,14.5,45.1,28.3,37,35.5,30.7
"371",2019,"WI","Grade","10th",NA,18,13.8,NA,18.2,NA,NA,22.6
"372",2019,"UT","Grade","12th",11.5,7.5,15.1,7.1,14.1,35.4,41.4,14.9
"373",2015,"CA","Gender","Female",12.3,9.2,15.8,36.9,22.3,38.6,33.9,18.9
"374",2011,"FL","Grade","11th",24.1,11.8,13.8,19.8,34.3,39.7,35.3,NA
"375",2019,"NC","Grade","10th",19.8,11.2,14.7,14.2,18.8,42.1,44,17.6
"376",2019,"SC","Total","Total",20.1,16.6,16.3,13.1,21.5,51.4,51.1,19.5
"377",2019,"KY","Grade","9th",26.2,15.6,19,36,19.3,50.7,49.8,23.6
"378",2013,"ND","Race/Ethnicity","American Indian/Alaska Native",25.8,25.4,19.6,NA,28.3,38.6,35.7,26.1
"379",2019,"ID","Total","Total",11.5,12.1,12.4,20.6,16.1,37.4,47.1,22.2
"380",2009,"IL","Race/Ethnicity","Non-Hispanic Black",34.3,18.3,20,59.2,58.1,54.9,46.8,20.9
"381",2015,"MD","Total","Total",16.6,11.5,14.9,15.6,26.7,40.8,43.4,19.5
"382",2017,"KS","Race/Ethnicity","Non-Hispanic White",17.5,12.1,13.5,25.2,13.3,37.5,38.9,29
"383",2001,"AL","Grade","9th",NA,13.1,15.3,50.6,51.3,52.8,52.7,NA
"384",2015,"VT","Total","Total",14.8,12.4,14,NA,NA,27.7,32.7,23.1
"385",2019,"LA","Race/Ethnicity","Non-Hispanic White",20.4,13.4,16.3,28.5,20,49.3,56.2,23.4
"386",2011,"KS","Grade","9th",20.5,10,14.4,31.9,27.8,42.3,42.9,34.1
"387",2015,"MS","Race/Ethnicity","Non-Hispanic White",32.1,14,14.9,27.5,24.2,45.2,58.6,22.2
"388",2007,"US","Grade","12th",33.1,11.9,13.9,23.8,30.8,38.5,40.6,NA
"389",2019,"MI","Total","Total",14.2,15.3,16.1,24.1,18.5,45,44.6,21.8
"390",2015,"WV","Gender","Male",33.7,23.4,16.8,25.6,25,46.1,46.1,33
"391",2019,"US","Grade","10th",14.8,15.9,16.6,26.5,21.1,41.2,42.6,22.9
"392",2019,"PR","Grade","12th",26.1,12.8,15.6,21.7,17.9,63.5,56,15.1
"393",2019,"AR","Race/Ethnicity","Non-Hispanic White",27.5,21,20.1,16.2,20.2,48.7,56.8,23.6
"394",2019,"FL","Race/Ethnicity","Non-Hispanic Black",15.8,14.7,17,22.2,27.6,57.3,46.6,21
"395",2019,"GA","Grade","12th",NA,19.6,19.9,NA,21.2,47.1,48.7,23.5
"396",2011,"VA","Grade","9th",30,12.8,16.9,26.7,29.6,42.5,42.1,29.9
"397",2017,"NV","Race/Ethnicity","2 or more races",13.2,12.5,18.2,22.6,NA,NA,49.6,24.6
"398",2017,"ID","Gender","Female",9.4,10.6,14.2,16.1,17.6,37.9,43.9,15.5
"399",2003,"MO","Race/Ethnicity","Non-Hispanic White",NA,12.6,14.1,33.9,27.2,36.6,46.5,NA
"400",2015,"CT","Grade","10th",12.9,11.2,12,12.8,25.6,34.8,38.1,25.2
"401",2013,"NE","Gender","Male",27,17.2,15.7,39.3,23.9,39.9,38.5,40.4
"402",2007,"MA","Gender","Male",31.5,14.7,14,18.7,30.7,NA,NA,29.1
"403",2019,"ND","Race/Ethnicity","American Indian/Alaska Native",19,27.5,27.3,27.1,22.3,45.2,46.6,20.8
"404",2005,"CT","Race/Ethnicity","Non-Hispanic Black",NA,15.3,16.5,26.1,59.1,53.4,37.8,NA
"405",2019,"MT","Total","Total",12.9,11.5,13,32.8,19.2,37.7,45.2,25.3
"406",2019,"GU","Race/Ethnicity","Hawaiian/Pacific Islander",18,26.2,20.9,12.7,21.7,47.3,53.1,19.4
"407",2017,"ND","Total","Total",16.3,14.9,16.2,NA,18.8,39.1,38.8,26.1
"408",2015,"HI","Grade","12th",12.8,12.4,15,7,20.1,NA,52.9,17.8
"409",2019,"CO","Race/Ethnicity","Hispanic",NA,15.9,16.2,16.2,NA,41.9,51.8,24.7
"410",2003,"DE","Gender","Male",NA,17,16.4,31.7,47.1,39.2,38.1,NA
"411",2007,"SC","Grade","12th",37.3,15.7,18.6,9.5,36,48.4,52,13.6
"412",2017,"IA","Race/Ethnicity","Hispanic",19.6,19.7,18.2,12.9,16.4,49.5,38,23.7
"413",2011,"DE","Grade","9th",23.7,12,22.5,30.7,40.1,NA,46.9,27.1
"414",2005,"HI","Gender","Male",NA,17.8,15.6,15.6,36.7,36.8,44.4,NA
"415",2019,"RI","Gender","Male",NA,18,12.8,13.2,NA,41.9,42,27.7
"416",2011,"ND","Race/Ethnicity","Non-Hispanic White",26.3,9.6,14.2,NA,23.9,38.3,35.8,NA
"417",2007,"MO","Gender","Male",37.9,15.3,14.9,30.6,30.1,42.5,43,38
"418",2017,"VT","Race/Ethnicity","Non-Hispanic Black",14.9,14.7,16.8,NA,NA,36.1,34.7,33.3
"419",2019,"OK","Grade","10th",23.7,16,21.6,30.6,22.6,48.6,56.6,32.3
"420",2017,"FL","Grade","10th",17.2,10.9,13.8,20.5,22.9,47.5,39.8,22.5
"421",2019,"CT","Gender","Female",10,12.1,16.1,NA,23.9,39.9,41.2,15.2
"422",2011,"SD","Grade","11th",31.2,8.8,14,11.1,22,38.6,42.2,25.3
"423",2019,"NC","Grade","9th",19.3,17.3,16.3,41.7,23.9,49.2,49.9,23.1
"424",2009,"SC","Total","Total",33.2,16.5,15,16.8,39.7,50.9,51.5,17.1
"425",2019,"IL","Race/Ethnicity","Hispanic",13.4,17.7,20.7,57.1,18.9,50.8,46,15.8
"426",2019,"CO","Total","Total",NA,10.3,11.7,15.7,NA,33.4,44.9,25.4
"427",2019,"OH","Race/Ethnicity","Non-Hispanic Black",11.1,21.5,17,NA,NA,58.1,50.5,20.5
"428",2015,"NY","Grade","10th",14.6,13.3,14.6,16.9,23.3,NA,46.1,21.8
"429",2019,"WI","Grade","9th",NA,13,13.2,NA,19.2,NA,NA,24
"430",2007,"TN","Total","Total",46.4,16.8,18.1,30.4,38.3,41.4,46.7,24.3
"431",2019,"HI","Race/Ethnicity","2 or more races",6.7,11.8,13,3.8,13.8,46.8,56.9,19.8
"432",2007,"AK","Gender","Female",18.3,9.6,14.6,12.4,22.5,37.7,42.2,12.2
"433",2011,"UT","Grade","10th",15,7,10.6,9.3,20.5,33.5,31.7,22.8
"434",2017,"US","Race/Ethnicity","Non-Hispanic White",19.6,12.5,14,27.2,17.7,37.2,40.4,27.1
"435",2019,"IL","Grade","11th",14.4,16.2,15.4,74.7,18.4,44.5,47.9,23.5
"436",2013,"GA","Grade","11th",27.3,12.1,20.5,23.4,33.8,44.9,40.7,25
"437",2005,"US","Race/Ethnicity","2 or more races",NA,13.5,13.7,32.2,40,35.9,40.6,NA
"438",2019,"AL","Gender","Female",18,15.3,19.3,21.1,20.4,54.8,47.9,15.1
"439",2013,"AR","Grade","10th",29.4,20,15.3,22,32.9,45.8,49.3,25.1
"440",2009,"AK","Race/Ethnicity","American Indian/Alaska Native",34.4,11.2,16,23.7,32.2,49.5,50.1,17.2
"441",2007,"US","Gender","Female",29,9.4,14.8,27.3,33.2,38.3,42,NA
"442",2019,"KY","Grade","10th",24.5,17,19.1,7.7,25.8,51.9,50.5,17.2
"443",2009,"WI","Grade","10th",19.7,9,13.8,48.4,21.3,36.5,35.1,24.7
"444",2017,"LA","Grade","9th",29,19.1,18.9,47.5,25.8,55.9,51.2,24.8
"445",2007,"US","Race/Ethnicity","Hispanic",33.4,16.3,17.8,36,43,45.8,38.1,NA
"446",2019,"PA","Total","Total",13.6,15.4,14.5,26.1,19.4,41.2,44.6,25.4
"447",2013,"SD","Grade","11th",24.3,7.8,12.2,10.9,19.8,33.9,36.8,28.9
"448",2001,"AL","Race/Ethnicity","Non-Hispanic White",NA,10.2,14.7,32.3,34.6,39.1,57.9,NA
"449",2007,"NC","Race/Ethnicity","Non-Hispanic Black",33.8,14.9,23.8,31.5,56.5,51.7,42.8,22.6
"450",2011,"WI","Gender","Male",28.7,13.9,14.9,39,24.3,35.9,33.2,33.9
"451",2009,"RI","Gender","Male",25.1,12.3,16.4,22.6,30.9,38.8,34.1,31.3
"452",2019,"DC","Race/Ethnicity","2 or more races",14.7,10.9,15.9,NA,20.7,NA,NA,17.2
"453",2017,"NH","Gender","Female",8.2,9.6,14.6,NA,NA,NA,38.3,15.3
"454",2019,"PR","Grade","9th",23.7,12.9,17.6,53.6,21.9,68.1,50.4,14.6
"455",2005,"ND","Grade","9th",NA,10.6,11.8,47.6,30.9,36.6,41.5,NA
"456",2005,"MO","Total","Total",NA,13.8,15.8,31.1,33.9,37.6,42.5,NA
"457",2017,"CA","Race/Ethnicity","Non-Hispanic Black",13.2,17.5,12.2,28.9,26.4,50,48.8,30.9
"458",2007,"MD","Grade","10th",NA,11.7,15.3,13,38.3,36.7,39.2,NA
"459",2015,"AZ","Race/Ethnicity","American Indian/Alaska Native",22,24,19.3,35.7,20.6,29.9,28.7,35.6
"460",2019,"MO","Race/Ethnicity","Non-Hispanic White",23.4,17.5,15.7,29,17.8,40.6,50.1,26.9
"461",2017,"MD","Race/Ethnicity","Hispanic",13.3,14.8,18.1,17.3,20.2,47.3,46.5,13.5
"462",2003,"ND","Gender","Female",NA,5.6,9.7,34.2,18,28.6,36.7,NA
"463",2011,"IL","Total","Total",26.1,11.6,14.5,71.2,29.1,42.3,38.7,23.2
"464",2009,"MS","Grade","12th",40.3,19.5,14.7,18.5,47.6,47.2,46.7,22.3
"465",2017,"RI","Race/Ethnicity","Hispanic",10.7,21.2,18.5,20.4,24.9,54.9,43.5,16.3
"466",2007,"MI","Race/Ethnicity","Non-Hispanic Black",25.8,18.3,21,36,58.1,48.2,44.1,21.9
"467",2007,"MT","Grade","11th",26.3,11,11.9,21.4,20.6,33.2,38.4,19.6
"468",2013,"NH","Gender","Female",NA,7.4,14.2,14.2,NA,NA,NA,15.3
"469",2009,"MA","Gender","Male",25.9,14.3,13.7,19.1,31.6,NA,NA,NA
"470",2011,"DC","Race/Ethnicity","Hispanic",19.8,20.3,22.4,12.3,37.4,48.3,37.6,10.2
"471",2001,"NJ","Gender","Male",NA,14,15.5,66,44.2,35,30.4,NA
"472",2001,"FL","Grade","9th",NA,11.3,15.8,33.6,50.1,40.6,41,NA
"473",2013,"SC","Grade","10th",27.5,14.7,16.7,NA,31.3,47.2,45.6,24.9
"474",2017,"SC","Grade","12th",24.7,17.7,14.5,4.5,17.3,49.6,50.2,19.6
"475",2019,"NY","Race/Ethnicity","Hispanic",11.3,17.1,18.8,23.8,17.9,NA,47.4,15.3
"476",2011,"VT","Race/Ethnicity","Non-Hispanic White",15.6,9.8,12.9,13.1,NA,26.2,30.7,24.4
"477",2015,"IL","Grade","10th",17.2,13.9,17.8,56.9,22.6,41.3,38.3,28
"478",2015,"AZ","Grade","11th",17.1,10.2,15.2,18.9,22.2,44.7,47.9,20.8
"479",2019,"MA","Gender","Male",12.5,17,14.3,23.1,NA,42.9,46.6,27.3
"480",2005,"CT","Grade","9th",NA,12.6,15.4,17.2,39.5,37.3,35.9,NA
"481",2019,"KS","Grade","9th",17.9,16.5,16.6,24.2,18.5,42.9,44.6,27.4
"482",2017,"NY","Race/Ethnicity","American Indian/Alaska Native",14.7,5.5,18.2,6.8,32.2,NA,39.4,25.7
"483",2013,"NC","Total","Total",28,12.5,15.2,NA,33,38.7,42.7,25.9
"484",2019,"CA","Grade","9th",12.7,14.2,14.2,49.8,20.6,NA,37.2,30.2
"485",2011,"NY","Grade","12th",20.9,11.1,15.4,18.4,27.3,NA,36.6,23.6
"486",2019,"NM","Race/Ethnicity","Non-Hispanic White",18.5,11,11.7,21.8,18.8,34.8,46.7,28
"487",2011,"LA","Gender","Male",37.1,18.6,16.8,46.5,37.7,49.5,45,35.4
"488",2013,"NJ","Race/Ethnicity","Asian",4.7,2.5,8.9,40.9,15.8,24,28.1,23.4
"489",2013,"MI","Grade","10th",20.1,13.5,18,26.3,28.9,37,40.1,27.5
"490",2019,"NH","Grade","9th",10.2,12.6,14.9,NA,NA,NA,NA,24
"491",2009,"ND","Gender","Male",32.9,14.6,14.6,NA,31.2,40.6,42.9,NA
"492",2019,"US","Total","Total",15.1,15.5,16.1,25.9,19.8,40.7,41.8,23.2
"493",2019,"WV","Grade","10th",22.1,22.2,18.4,30,18,47.3,48.2,24.5
"494",2011,"MD","Grade","11th",24.5,10.9,16.8,11.6,33.1,36.5,40.2,NA
"495",2005,"OK","Grade","12th",NA,16.4,15.7,19.6,35.5,41.1,50.1,NA
"496",2017,"IL","Race/Ethnicity","Hispanic",16,18,19.9,61.5,18.5,45.5,39.3,19.3
"497",2019,"MO","Gender","Male",25.3,22.7,15.2,28.7,18.6,40.2,47.9,29.1
"498",2017,"PR","Gender","Female",25.1,8.8,14.1,0.2,23.1,66.9,59.5,10.6
"499",2005,"AL","Gender","Female",NA,12.8,18.2,37.1,41.2,46.1,52.1,NA
"500",2019,"CA","Grade","10th",17.3,19.9,15.6,29.1,14.7,NA,49.8,17.2
"501",2015,"FL","Total","Total",20.8,12.3,14.5,22.2,28.2,43.1,39.4,24.1
"502",2019,"AZ","Grade","12th",16.2,11.3,15.3,25.6,15.3,42.1,52,18.5
"503",2005,"NH","Grade","12th",NA,11.5,14.3,NA,18.6,NA,NA,NA
"504",2019,"PR","Race/Ethnicity","Hispanic",24.7,14.3,16.2,28.2,20.5,64,52.3,15.5
"505",2017,"FL","Grade","9th",17.9,9.7,14.3,33.2,23.4,45.7,38.5,26.6
"506",2011,"HI","Race/Ethnicity","2 or more races",15.1,12.3,15.5,6.2,29.4,39.4,41,20.4
"507",2015,"ID","Grade","10th",13.5,12.6,14.3,19.6,24.5,38.8,40.7,27.2
"508",2013,"NM","Grade","12th",21.7,11.6,13,18.8,25.7,33,40.7,28.6
"509",2019,"HI","Gender","Male",12.8,20.6,14.3,10.7,16.9,42.7,53.9,22.9
"510",2017,"CT","Total","Total",10.2,12.7,16,8.7,16.7,37.8,38.9,22.3
"511",2015,"AK","Grade","12th",22,16.1,17.6,14.8,24.2,37.1,43.9,20.8
"512",2007,"GA","Race/Ethnicity","Non-Hispanic White",39.2,12.4,15.4,34.9,28.6,36.8,43.3,28.8
"513",2019,"CT","Grade","9th",13.8,15.1,15.2,NA,20.5,38.9,35.3,28.5
"514",2017,"PA","Gender","Male",20.7,16,15.3,21.3,19.5,43,43.5,33
"515",2019,"ID","Grade","12th",13,9.9,12,17.3,15.9,40.8,51.3,18.3
"516",2017,"GU","Grade","9th",19,24.8,17.7,7.4,23.3,46.9,51.9,26.3
"517",2003,"AZ","Race/Ethnicity","Hispanic",NA,16.2,17.7,20.7,44.4,45.2,39.9,NA
"518",2019,"ND","Total","Total",15.9,14,16.5,35,18.8,42.9,45.9,25.2
"519",2017,"UT","Gender","Male",18.7,13.8,12.9,18.2,16.6,37.6,40.6,25.2
"520",2019,"HI","Total","Total",10.6,16.4,14.4,8.5,17.1,45.9,56.3,17.1
"521",2009,"SD","Gender","Female",21,5.9,11.8,15.3,18.2,40.6,43.3,16.6
"522",2007,"US","Race/Ethnicity","American Indian/Alaska Native",37.7,19.5,21.1,33.3,33.5,34.1,35.1,NA
"523",2019,"TX","Total","Total",19.5,16.9,17.8,35.1,20.9,51.7,50.5,22.9
"524",2005,"ID","Grade","10th",NA,7.6,14.4,42.5,24.3,31.6,34.1,NA
"525",2007,"MA","Grade","12th",26.5,10.9,12.9,13.5,25.9,NA,NA,18.4
"526",2013,"ME","Grade","12th",NA,11.6,13.9,3.1,22.5,NA,36.9,20.4
"527",2011,"FL","Race/Ethnicity","2 or more races",22.6,11.1,12.2,19.8,35.5,30.8,33,NA
"528",2019,"NE","Total","Total",16.5,13.3,12.8,28.1,16,41.9,44.2,27.9
"529",2019,"IL","Race/Ethnicity","Asian",8.4,11,6.3,71,14.9,23.3,39.2,33.3
"530",2019,"NM","Race/Ethnicity","Hispanic",17.6,15.6,16.7,24.8,21.9,46.1,49.2,26.3
"531",2003,"AK","Total","Total",NA,11,14.4,18.2,27.5,37.6,40.7,NA
"532",2017,"MI","Race/Ethnicity","Hispanic",16,26.5,17.5,22.6,21.7,42,36.5,24.6
"533",2009,"MD","Grade","12th",24.4,12,15.4,19.1,36.7,38.3,31.1,NA
"534",2005,"KS","Grade","11th",NA,12.4,14.4,23.7,29.5,31.8,40.9,NA
"535",2019,"NJ","Grade","10th",14.6,11,16.2,NA,17.6,NA,41.6,23.4
"536",2011,"CT","Grade","10th",NA,12.8,15.2,NA,27.5,32.2,32.3,27.1
"537",2003,"KY","Grade","9th",NA,19.2,17.7,42.6,33.8,46.1,54.3,NA
"538",2019,"SD","Gender","Female",10.9,10.1,15.5,16,NA,41,53.6,23.8
"539",2019,"MI","Gender","Female",10,13.8,15.9,16.5,19.8,45.4,46.8,15.7
"540",2019,"ME","Total","Total",NA,14.9,14.8,4.6,20.9,NA,40.3,20.4
"541",2013,"IL","Grade","12th",22.2,12.2,11.9,65.4,30.7,39.1,36.9,22.2
"542",2019,"AK","Grade","10th",15.9,11.4,15.6,14.3,15.9,38.6,53.8,16.3
"543",2019,"NH","Grade","11th",10.6,12.7,13.3,NA,NA,NA,NA,21.5
"544",2017,"DE","Grade","9th",16.5,16.3,17.4,NA,22.4,NA,NA,28.9
"545",2013,"VT","Total","Total",NA,13.2,15.8,14.5,NA,NA,NA,25.4
"546",2009,"KS","Gender","Male",36.4,14.9,13.2,24.1,29.8,34.8,37.7,37.4
"547",2013,"ID","Race/Ethnicity","Hispanic",22.1,19.5,16.7,30.1,29.4,46.3,39.3,26.7
"548",2009,"TX","Grade","10th",33,12.5,16.7,43,36.6,45.1,39.5,30.3
"549",2019,"VA","Race/Ethnicity","Non-Hispanic Black",17,19.3,18,NA,25.9,NA,45.8,20.9
"550",2017,"VA","Race/Ethnicity","Non-Hispanic White",17.7,11.5,13.6,13.6,16.1,35.2,43.8,24.9
"551",2013,"VA","Gender","Female",19.7,9.4,14.8,11.9,28.1,38.7,41.2,15.9
"552",2013,"VA","Race/Ethnicity","Non-Hispanic Black",24.2,17.6,16.4,14.5,45.4,48.7,40.6,22.9
"553",2011,"MD","Gender","Male",27.1,13.4,15.5,24.2,35,37.6,37.7,NA
"554",2013,"LA","Race/Ethnicity","Non-Hispanic White",NA,10.2,15.1,34.7,26.3,NA,NA,NA
"555",2019,"MD","Race/Ethnicity","Non-Hispanic Black",13.6,16.4,18,12,27.8,54.3,49.7,17.2
"556",2007,"GA","Race/Ethnicity","Non-Hispanic Black",29.5,15.8,20.8,31.9,64.2,52.7,41.6,22.6
"557",2001,"ME","Gender","Female",NA,5.4,12.2,4.3,21,23.9,32.9,NA
"558",2005,"WV","Grade","9th",NA,15.9,17.6,54.4,44.6,37.8,40.4,NA
"559",2019,"NM","Total","Total",18.3,15.2,15.8,24.3,21,41.7,47.7,26.8
"560",2011,"VA","Grade","11th",22.6,11.1,12.6,6.5,28.6,42.3,40.2,19.7
"561",2017,"MA","Grade","10th",11.4,11.7,14,17.3,NA,43,40.8,23.7
"562",2013,"IL","Gender","Male",26,13.7,16,64.5,28.4,39,35.4,31.6
